date,bookings,day_of_week,month,holiday,special_event,weather,distance,amenities,revenue
2020-04-11,10,5,4,0,0,Sunny,3.4,3,127490
2020-04-12,14,6,4,0,0,Cloudy,3.8,5,324184
2020-04-13,11,0,4,0,0,Sunny,2.8,4,292479
2020-04-15,17,2,4,0,0,Rainy,2.0,4,228650
2020-04-15,18,2,4,0,0,Rainy,4.5,5,309852
2020-04-17,8,4,4,0,1,Cloudy,4.0,2,174512
2020-04-17,12,4,4,0,1,Rainy,4.6,4,181692
2020-04-17,9,4,4,0,0,Cloudy,4.3,2,114372
2020-04-20,5,0,4,0,0,Rainy,5.0,5,141875
2020-04-22,8,2,4,0,0,Cloudy,1.8,5,200704
2020-04-23,7,3,4,0,0,Cloudy,1.3,4,152838
2020-04-24,13,4,4,0,0,Sunny,2.3,3,289614
2020-04-26,12,6,4,0,0,Sunny,1.5,4,240168
2020-04-27,5,0,4,0,1,Sunny,3.1,3,66365
2020-04-28,15,1,4,0,0,Sunny,3.5,2,365505
2020-04-28,10,1,4,0,0,Cloudy,3.3,3,145380
2020-04-29,13,2,4,0,0,Rainy,2.0,4,293033
2020-04-30,11,3,4,0,0,Cloudy,4.6,3,205832
2020-04-30,8,3,4,0,0,Sunny,1.1,5,153344
2020-05-01,17,4,5,0,0,Sunny,2.4,2,230367
2020-05-02,5,5,5,0,0,Rainy,3.9,5,111485
2020-05-02,16,5,5,0,0,Sunny,4.1,5,335440
2020-05-03,6,6,5,0,1,Cloudy,2.7,5,76992
2020-05-03,16,6,5,0,0,Cloudy,1.1,5,374752
2020-05-03,9,6,5,0,0,Cloudy,3.5,3,91368
2020-05-04,16,0,5,0,0,Cloudy,1.3,5,338496
2020-05-06,15,2,5,0,0,Cloudy,1.4,3,316620
2020-05-08,9,4,5,1,0,Rainy,3.6,5,115200
2020-05-10,12,6,5,0,1,Cloudy,2.2,4,183720
2020-05-10,10,6,5,0,0,Sunny,2.4,5,199440
2020-05-13,12,2,5,0,1,Sunny,2.9,4,151320
2020-05-13,6,2,5,0,0,Sunny,4.9,3,132402
2020-05-14,7,3,5,0,0,Sunny,4.9,2,77728
2020-05-15,10,4,5,0,1,Rainy,2.7,3,207280
2020-05-16,16,5,5,0,0,Sunny,2.1,2,276208
2020-05-16,17,5,5,0,0,Rainy,2.2,2,202538
2020-05-18,14,0,5,0,0,Sunny,2.1,5,412384
2020-05-20,7,2,5,0,0,Rainy,3.1,2,72842
2020-05-21,10,3,5,0,0,Rainy,3.4,3,236890
2020-05-21,10,3,5,0,1,Rainy,3.0,5,101660
2020-05-21,6,3,5,0,0,Sunny,2.6,2,63048
2020-05-22,11,4,5,0,0,Rainy,1.8,3,308495
2020-05-22,16,4,5,0,1,Cloudy,2.9,2,218624
2020-05-25,6,0,5,0,0,Cloudy,2.4,2,179238
2020-05-25,10,0,5,0,0,Sunny,3.2,5,230500
2020-05-26,5,1,5,0,0,Cloudy,3.7,5,53400
2020-05-26,7,1,5,0,0,Cloudy,3.5,3,202356
2020-05-26,6,1,5,0,0,Cloudy,2.8,5,171024
2020-05-27,11,2,5,0,1,Sunny,3.2,5,157927
2020-05-28,18,3,5,0,0,Sunny,2.1,4,204534
2020-05-28,8,3,5,0,0,Cloudy,1.1,4,156184
2020-05-30,12,5,5,0,0,Sunny,3.5,3,147504
2020-05-30,10,5,5,0,0,Rainy,2.0,5,115380
2020-05-30,16,5,5,0,0,Cloudy,3.7,3,214528
2020-06-01,14,0,6,0,0,Sunny,4.0,4,262528
2020-06-01,8,0,6,0,0,Sunny,4.7,4,226296
2020-06-01,9,0,6,1,0,Cloudy,4.8,4,91566
2020-06-02,17,1,6,0,0,Sunny,1.0,3,207910
2020-06-02,17,1,6,0,0,Cloudy,5.0,5,242879
2020-06-03,19,2,6,1,0,Sunny,3.7,2,420128
2020-06-03,19,2,6,0,0,Rainy,3.6,5,325014
2020-06-04,13,3,6,1,0,Cloudy,1.1,3,255957
2020-06-06,11,5,6,1,0,Rainy,4.4,4,242506
2020-06-09,14,1,6,0,0,Cloudy,1.6,2,413770
2020-06-10,18,2,6,0,0,Sunny,4.3,3,503118
2020-06-11,18,3,6,0,0,Rainy,1.1,4,200718
2020-06-12,13,4,6,0,0,Sunny,3.6,3,229047
2020-06-13,11,5,6,0,0,Cloudy,2.7,2,176363
2020-06-14,16,6,6,0,0,Cloudy,1.8,4,296960
2020-06-15,5,0,6,0,0,Cloudy,1.4,5,74730
2020-06-15,16,0,6,0,0,Cloudy,2.8,3,190512
2020-06-16,12,1,6,1,1,Cloudy,1.5,2,161880
2020-06-16,8,1,6,0,1,Rainy,2.9,5,231352
2020-06-17,7,2,6,0,0,Cloudy,3.5,2,99211
2020-06-18,18,3,6,0,0,Sunny,4.3,3,379170
2020-06-18,17,3,6,0,0,Rainy,3.7,2,470509
2020-06-18,11,3,6,0,0,Sunny,1.3,4,162459
2020-06-20,16,5,6,0,0,Cloudy,2.2,2,236736
2020-06-21,7,6,6,1,0,Sunny,2.2,3,161322
2020-06-23,12,1,6,0,0,Rainy,4.7,4,290532
2020-06-24,10,2,6,0,0,Rainy,4.5,2,293560
2020-06-27,9,5,6,0,1,Rainy,2.5,2,134973
2020-06-28,8,6,6,1,0,Sunny,1.3,4,219008
2020-06-29,12,0,6,0,0,Rainy,4.6,5,217344
2020-06-30,12,1,6,0,0,Sunny,4.6,5,183444
2020-07-01,16,2,7,0,0,Cloudy,4.4,4,329248
2020-07-02,5,3,7,0,0,Cloudy,4.4,2,143120
2020-07-03,13,4,7,0,0,Sunny,2.9,5,362180
2020-07-06,18,0,7,0,0,Rainy,1.7,4,295668
2020-07-07,9,1,7,0,0,Sunny,2.9,3,194391
2020-07-07,8,1,7,0,0,Sunny,3.0,2,83112
2020-07-08,10,2,7,0,1,Sunny,3.0,3,109990
2020-07-08,10,2,7,0,0,Cloudy,3.2,2,228120
2020-07-09,6,3,7,0,0,Sunny,2.0,5,153594
2020-07-09,12,3,7,0,0,Cloudy,2.5,3,142260
2020-07-09,11,3,7,0,0,Sunny,2.7,3,199375
2020-07-09,5,3,7,0,0,Cloudy,1.5,4,118970
2020-07-10,9,4,7,0,0,Sunny,2.8,5,114867
2020-07-11,16,5,7,0,0,Sunny,4.2,5,239776
2020-07-13,10,0,7,0,0,Rainy,4.3,2,114810
2020-07-13,8,0,7,0,0,Rainy,2.6,4,109848
2020-07-14,6,1,7,0,0,Sunny,3.1,4,161010
2020-07-16,17,3,7,0,1,Sunny,1.1,2,501109
2020-07-17,18,4,7,1,0,Sunny,3.7,3,490788
2020-07-17,8,4,7,0,0,Sunny,2.6,2,166064
2020-07-17,5,4,7,0,0,Rainy,2.8,2,148305
2020-07-18,11,5,7,0,1,Cloudy,4.5,2,289421
2020-07-22,6,2,7,1,0,Sunny,2.8,4,111396
2020-07-22,17,2,7,0,0,Rainy,1.1,2,372113
2020-07-22,6,2,7,0,0,Sunny,1.9,2,127524
2020-07-23,13,3,7,0,0,Sunny,2.9,2,278746
2020-07-23,9,3,7,0,0,Cloudy,2.7,5,211689
2020-07-24,6,4,7,0,0,Sunny,4.4,3,87354
2020-07-24,15,4,7,0,1,Sunny,3.2,3,392985
2020-07-24,13,4,7,0,0,Cloudy,3.8,3,224783
2020-07-25,13,5,7,0,1,Cloudy,2.9,3,236080
2020-07-25,5,5,7,0,0,Cloudy,2.8,4,50560
2020-07-27,15,0,7,0,0,Cloudy,2.8,4,443715
2020-07-27,7,0,7,0,1,Rainy,2.6,2,181468
2020-07-27,8,0,7,0,0,Rainy,3.2,4,212184
2020-07-28,18,1,7,0,0,Rainy,2.0,3,205632
2020-08-01,11,5,8,0,0,Sunny,4.6,5,322663
2020-08-03,14,0,8,0,0,Cloudy,2.3,2,413728
2020-08-04,8,1,8,1,0,Cloudy,1.6,2,166464
2020-08-04,6,1,8,0,0,Rainy,1.4,3,96258
2020-08-05,11,2,8,0,0,Sunny,1.1,3,186879
2020-08-05,10,2,8,1,0,Sunny,2.7,3,162610
2020-08-06,7,3,8,0,0,Sunny,1.8,4,76209
2020-08-08,10,5,8,0,0,Rainy,1.1,2,294880
2020-08-09,15,6,8,0,0,Sunny,3.1,3,396495
2020-08-09,19,6,8,0,0,Sunny,3.7,5,568936
2020-08-09,10,6,8,0,0,Sunny,1.3,2,264020
2020-08-11,16,1,8,0,0,Cloudy,2.8,2,356048
2020-08-12,9,2,8,0,0,Rainy,4.0,4,260910
2020-08-12,8,2,8,0,1,Cloudy,4.9,2,142768
2020-08-12,14,2,8,0,0,Cloudy,3.7,3,230048
2020-08-13,16,3,8,0,0,Rainy,2.0,3,375232
2020-08-13,19,3,8,0,0,Cloudy,3.9,5,444505
2020-08-14,5,4,8,0,0,Sunny,3.4,2,68825
2020-08-14,14,4,8,0,0,Sunny,1.8,2,403508
2020-08-14,10,4,8,0,0,Sunny,4.4,4,259500
2020-08-15,6,5,8,0,0,Sunny,2.7,3,135012
2020-08-15,17,5,8,0,1,Rainy,4.8,5,335597
2020-08-15,7,5,8,0,0,Cloudy,3.9,3,111587
2020-08-15,18,5,8,0,0,Cloudy,3.6,2,267390
2020-08-15,12,5,8,0,0,Sunny,3.9,2,301992
2020-08-15,14,5,8,1,1,Sunny,2.9,5,408030
2020-08-16,18,6,8,0,0,Cloudy,3.0,2,284184
2020-08-17,18,0,8,0,0,Rainy,4.4,5,183618
2020-08-18,10,1,8,0,0,Cloudy,3.7,5,205610
2020-08-19,7,2,8,1,0,Sunny,4.6,3,188307
2020-08-21,11,4,8,0,0,Sunny,4.6,5,195107
2020-08-24,8,0,8,0,0,Rainy,4.9,2,95904
2020-08-25,18,1,8,0,0,Cloudy,3.8,4,457938
2020-08-26,13,2,8,0,0,Rainy,3.0,4,282581
2020-08-27,19,3,8,0,0,Rainy,1.7,2,460864
2020-08-28,9,4,8,0,0,Sunny,3.8,4,154458
2020-08-29,7,5,8,1,0,Cloudy,2.2,4,161455
2020-08-29,6,5,8,0,0,Sunny,2.1,5,144684
2020-08-30,15,6,8,0,0,Cloudy,2.0,4,275985
2020-09-02,6,2,9,1,0,Sunny,4.5,4,93798
2020-09-02,7,2,9,0,0,Sunny,4.5,4,110285
2020-09-04,6,4,9,0,0,Cloudy,3.5,3,124950
2020-09-07,18,0,9,0,0,Cloudy,2.9,2,254106
2020-09-07,8,0,9,0,0,Sunny,3.7,5,92144
2020-09-07,6,0,9,0,0,Cloudy,3.4,4,158076
2020-09-08,14,1,9,0,0,Sunny,2.7,2,176400
2020-09-08,13,1,9,0,0,Cloudy,2.5,4,302081
2020-09-09,6,2,9,0,1,Sunny,2.5,3,171474
2020-09-09,13,2,9,0,0,Sunny,3.4,3,176202
2020-09-10,17,3,9,0,1,Sunny,3.6,4,445281
2020-09-10,10,3,9,0,0,Rainy,2.8,4,292330
2020-09-11,5,4,9,0,0,Cloudy,4.9,4,126265
2020-09-12,8,5,9,0,0,Sunny,1.3,3,209552
2020-09-14,19,0,9,0,0,Rainy,2.4,3,223098
2020-09-14,18,0,9,0,0,Sunny,2.7,2,203508
2020-09-16,5,2,9,0,0,Rainy,1.1,5,69245
2020-09-16,18,2,9,0,0,Sunny,2.5,5,402480
2020-09-16,10,2,9,0,0,Sunny,2.1,3,227680
2020-09-18,18,4,9,0,0,Rainy,3.0,5,414576
2020-09-19,17,5,9,0,0,Rainy,2.3,4,241315
2020-09-19,8,5,9,0,0,Cloudy,3.9,2,231512
2020-09-19,7,5,9,0,0,Cloudy,3.0,3,200823
2020-09-19,7,5,9,0,0,Rainy,1.5,3,123333
2020-09-21,13,0,9,0,0,Cloudy,4.0,5,250640
2020-09-21,10,0,9,0,0,Rainy,1.4,4,126420
2020-09-22,13,1,9,0,1,Cloudy,4.4,2,251797
2020-09-23,17,2,9,0,0,Sunny,4.7,5,413032
2020-09-23,9,2,9,0,0,Cloudy,2.3,3,228942
2020-09-23,6,2,9,0,0,Sunny,4.7,3,154044
2020-09-24,12,3,9,0,0,Sunny,4.2,5,177084
2020-09-29,9,1,9,0,0,Cloudy,4.7,4,116946
2020-09-29,6,1,9,0,0,Rainy,3.7,2,151356
2020-09-30,8,2,9,0,0,Sunny,1.9,2,90168
2020-09-30,13,2,9,0,1,Sunny,4.6,2,153569
2020-10-03,19,5,10,0,0,Cloudy,1.7,2,548055
2020-10-03,8,5,10,0,0,Rainy,1.9,4,147800
2020-10-04,17,6,10,0,1,Rainy,2.1,3,244732
2020-10-05,16,0,10,0,0,Cloudy,2.2,3,308528
2020-10-05,16,0,10,0,0,Rainy,3.1,2,373088
2020-10-05,16,0,10,0,0,Cloudy,3.9,2,435200
2020-10-06,17,1,10,0,0,Cloudy,4.7,2,171394
2020-10-08,19,3,10,0,0,Cloudy,1.4,5,226480
2020-10-09,18,4,10,0,0,Sunny,4.8,5,320706
2020-10-09,8,4,10,0,0,Sunny,4.7,3,173464
2020-10-10,6,5,10,0,1,Sunny,1.2,3,128016
2020-10-11,17,6,10,0,0,Cloudy,2.4,2,435132
2020-10-12,16,0,10,0,1,Sunny,4.3,5,193488
2020-10-12,19,0,10,0,1,Sunny,3.4,4,435195
2020-10-13,10,1,10,0,0,Sunny,4.1,5,183670
2020-10-13,17,1,10,0,0,Cloudy,3.9,3,259845
2020-10-14,15,2,10,0,0,Cloudy,3.0,5,313440
2020-10-16,18,4,10,0,0,Cloudy,1.2,3,268866
2020-10-16,6,4,10,0,0,Sunny,3.3,2,160518
2020-10-16,16,4,10,0,1,Rainy,1.2,4,451232
2020-10-17,11,5,10,0,0,Sunny,3.4,2,313335
2020-10-17,7,5,10,0,0,Sunny,4.2,2,160839
2020-10-17,19,5,10,0,0,Cloudy,3.3,4,567606
2020-10-18,7,6,10,0,0,Cloudy,5.0,4,197141
2020-10-18,9,6,10,0,0,Sunny,2.8,4,159066
2020-10-19,7,0,10,1,0,Sunny,4.0,3,194236
2020-10-21,6,2,10,0,0,Rainy,3.7,2,82056
2020-10-21,14,2,10,0,0,Rainy,5.0,3,173964
2020-10-22,13,3,10,0,0,Cloudy,3.9,4,168506
2020-10-23,6,4,10,0,0,Rainy,1.7,3,65154
2020-10-25,18,6,10,0,0,Rainy,4.8,4,396864
2020-10-25,15,6,10,0,0,Cloudy,3.7,5,212070
2020-10-25,6,6,10,0,0,Rainy,1.2,4,74544
2020-10-27,17,1,10,1,0,Sunny,3.6,2,346953
2020-10-28,19,2,10,0,0,Rainy,4.5,2,266323
2020-10-28,12,2,10,0,1,Cloudy,3.3,2,245412
2020-10-29,19,3,10,0,0,Sunny,2.4,3,385282
2020-11-01,13,6,11,0,0,Rainy,4.3,2,272948
2020-11-04,11,2,11,0,1,Sunny,4.1,4,122474
2020-11-04,7,2,11,0,0,Sunny,3.2,5,105833
2020-11-04,13,2,11,0,0,Rainy,1.6,2,204022
2020-11-05,7,3,11,0,1,Rainy,2.0,3,99148
2020-11-05,9,3,11,0,0,Cloudy,4.0,5,258570
2020-11-06,13,4,11,0,0,Cloudy,4.2,2,195507
2020-11-06,16,4,11,0,1,Sunny,2.1,2,394096
2020-11-06,18,4,11,0,0,Cloudy,2.5,5,367956
2020-11-08,18,6,11,0,0,Sunny,1.3,2,328536
2020-11-08,7,6,11,0,0,Sunny,3.9,3,194047
2020-11-09,11,0,11,0,0,Cloudy,1.0,4,303248
2020-11-10,16,1,11,0,0,Cloudy,1.2,4,184816
2020-11-11,5,2,11,0,0,Cloudy,1.0,5,113125
2020-11-12,8,3,11,0,1,Rainy,3.6,4,93032
2020-11-12,8,3,11,0,1,Sunny,2.7,2,223280
2020-11-14,11,5,11,0,1,Sunny,2.2,2,124971
2020-11-15,12,6,11,0,0,Sunny,4.7,3,172440
2020-11-15,5,6,11,0,0,Cloudy,1.8,4,76415
2020-11-17,9,1,11,0,1,Cloudy,2.6,5,158490
2020-11-17,11,1,11,0,1,Cloudy,4.8,2,226138
2020-11-18,16,2,11,0,0,Cloudy,2.7,5,398784
2020-11-22,8,6,11,0,0,Cloudy,3.2,2,198712
2020-11-22,17,6,11,0,0,Rainy,1.3,2,373133
2020-11-25,8,2,11,1,0,Cloudy,4.2,3,165008
2020-11-26,8,3,11,0,0,Sunny,2.7,4,95944
2020-11-26,16,3,11,0,0,Cloudy,4.2,3,173904
2020-11-28,10,5,11,0,0,Sunny,2.0,4,110140
2020-11-28,11,5,11,0,0,Cloudy,2.7,5,221133
2020-11-28,6,5,11,0,0,Cloudy,4.1,4,161916
2020-11-28,19,5,11,0,0,Sunny,4.9,5,418247
2020-11-28,9,5,11,0,0,Sunny,1.2,2,96210
2020-11-28,8,5,11,0,0,Sunny,4.2,5,214984
2020-11-29,19,6,11,0,0,Sunny,2.2,5,394212
2020-11-30,18,0,11,0,0,Rainy,3.2,2,324432
2020-12-01,17,1,12,0,0,Sunny,2.2,5,453526
2020-12-01,7,1,12,0,0,Cloudy,3.5,5,108416
2020-12-02,11,2,12,0,0,Cloudy,2.4,2,231385
2020-12-03,15,3,12,0,1,Rainy,2.3,2,439440
2020-12-05,16,5,12,1,0,Sunny,1.2,2,452112
2020-12-05,10,5,12,0,0,Cloudy,1.6,4,228550
2020-12-06,18,6,12,0,0,Rainy,4.7,2,533556
2020-12-06,11,6,12,0,1,Cloudy,5.0,2,140987
2020-12-07,9,0,12,0,0,Rainy,4.1,5,130122
2020-12-08,17,1,12,0,0,Rainy,2.1,3,260219
2020-12-08,10,1,12,1,0,Sunny,2.6,3,189330
2020-12-10,9,3,12,0,0,Rainy,4.0,4,255825
2020-12-10,18,3,12,0,1,Cloudy,4.9,4,487134
2020-12-12,11,5,12,0,0,Cloudy,2.8,3,227249
2020-12-12,6,5,12,0,0,Sunny,4.3,3,94428
2020-12-12,18,5,12,0,0,Sunny,4.9,2,282024
2020-12-12,15,5,12,0,0,Rainy,4.5,5,366405
2020-12-13,9,6,12,0,0,Sunny,1.9,2,159273
2020-12-13,10,6,12,0,0,Cloudy,1.0,4,264460
2020-12-13,10,6,12,0,0,Cloudy,3.0,3,178290
2020-12-15,19,1,12,0,0,Sunny,3.1,4,394269
2020-12-17,9,3,12,0,0,Sunny,1.8,2,211050
2020-12-17,14,3,12,0,0,Sunny,2.1,4,242928
2020-12-17,11,3,12,0,0,Rainy,4.1,4,258676
2020-12-18,14,4,12,0,0,Rainy,2.9,5,256564
2020-12-21,12,0,12,0,0,Cloudy,2.3,4,163728
2020-12-22,11,1,12,0,0,Rainy,3.5,2,198033
2020-12-22,9,1,12,0,0,Rainy,3.6,5,119502
2020-12-24,5,3,12,0,0,Rainy,4.1,4,86480
2020-12-28,17,0,12,0,0,Rainy,1.6,2,222258
2020-12-28,9,0,12,0,0,Cloudy,4.0,3,209349
2020-12-29,14,1,12,0,0,Sunny,3.4,5,296422
2020-12-31,6,3,12,0,0,Cloudy,1.2,4,109872
2020-12-31,17,3,12,0,0,Rainy,4.1,4,197829
2021-01-01,9,4,1,0,1,Sunny,2.5,5,212868
2021-01-02,9,5,1,0,0,Sunny,2.3,2,135927
2021-01-03,6,6,1,0,1,Sunny,2.8,4,162168
2021-01-04,9,0,1,1,0,Cloudy,2.4,2,108288
2021-01-06,17,2,1,0,0,Sunny,2.4,5,216937
2021-01-06,8,2,1,0,0,Cloudy,4.2,4,201560
2021-01-06,5,2,1,0,1,Cloudy,1.5,3,142260
2021-01-09,7,5,1,0,0,Rainy,4.9,3,186375
2021-01-09,5,5,1,0,0,Rainy,3.2,3,63340
2021-01-09,16,5,1,0,0,Sunny,1.7,5,394208
2021-01-12,15,1,1,0,0,Sunny,1.5,4,389310
2021-01-13,19,2,1,0,0,Rainy,3.4,5,516534
2021-01-13,9,2,1,0,0,Cloudy,3.5,4,201204
2021-01-14,8,3,1,0,0,Cloudy,1.2,3,81560
2021-01-14,11,3,1,0,0,Rainy,2.0,3,134057
2021-01-14,9,3,1,0,0,Cloudy,4.2,2,195363
2021-01-16,14,5,1,0,0,Rainy,1.2,5,172620
2021-01-17,18,6,1,0,0,Rainy,4.4,5,244908
2021-01-17,8,6,1,0,1,Sunny,3.6,2,80480
2021-01-20,6,2,1,0,1,Sunny,2.7,3,146322
2021-01-23,8,5,1,0,1,Rainy,2.4,3,111416
2021-01-24,16,6,1,0,0,Sunny,1.1,5,260736
2021-01-25,6,0,1,0,1,Rainy,4.3,4,141732
2021-01-26,12,1,1,0,0,Cloudy,1.6,3,289500
2021-01-27,7,2,1,0,0,Cloudy,2.2,2,88137
2021-01-27,13,2,1,0,0,Cloudy,3.3,2,287651
2021-01-27,17,2,1,0,0,Cloudy,2.0,2,437716
2021-01-27,8,2,1,0,1,Rainy,3.0,5,128968
2021-01-27,17,2,1,0,0,Cloudy,4.2,5,190400
2021-01-27,10,2,1,0,0,Cloudy,2.9,5,257210
2021-01-28,14,3,1,0,0,Cloudy,4.8,5,409332
2021-01-28,9,3,1,0,0,Cloudy,4.4,2,189783
2021-01-31,14,6,1,0,0,Rainy,2.3,2,237608
2021-01-31,17,6,1,0,0,Cloudy,2.6,5,172312
2021-02-01,5,0,2,0,0,Sunny,2.7,5,137065
2021-02-03,13,2,2,0,0,Sunny,3.5,2,329498
2021-02-03,5,2,2,0,0,Sunny,2.1,5,144890
2021-02-03,12,2,2,0,0,Sunny,4.9,5,127932
2021-02-03,13,2,2,0,0,Sunny,3.4,5,162136
2021-02-04,13,3,2,0,1,Sunny,2.6,5,131118
2021-02-04,5,3,2,0,0,Rainy,3.6,3,103520
2021-02-05,6,4,2,0,0,Sunny,2.6,5,97314
2021-02-06,16,5,2,0,0,Cloudy,4.3,2,421152
2021-02-09,17,1,2,0,0,Sunny,3.3,2,420733
2021-02-10,5,2,2,0,0,Rainy,1.2,2,84840
2021-02-10,14,2,2,0,0,Sunny,1.7,2,408198
2021-02-10,6,2,2,0,0,Cloudy,4.5,5,141576
2021-02-10,14,2,2,0,0,Cloudy,3.3,3,163800
2021-02-12,16,4,2,0,0,Rainy,4.8,4,203200
2021-02-13,12,5,2,0,0,Rainy,1.3,4,261852
2021-02-14,9,6,2,0,0,Rainy,2.2,4,252279
2021-02-15,16,0,2,0,0,Rainy,1.8,4,248320
2021-02-15,15,0,2,0,1,Sunny,3.2,2,322650
2021-02-15,11,0,2,0,0,Sunny,2.5,5,150557
2021-02-16,6,1,2,0,0,Cloudy,1.6,5,161880
2021-02-16,12,1,2,0,0,Rainy,3.6,4,226044
2021-02-17,15,2,2,0,1,Rainy,3.1,4,374325
2021-02-17,10,2,2,0,0,Sunny,2.1,3,212810
2021-02-17,12,2,2,0,0,Rainy,2.9,3,287004
2021-02-18,5,3,2,0,0,Cloudy,4.0,3,73785
2021-02-19,19,4,2,0,1,Cloudy,1.8,2,437855
2021-02-21,5,6,2,0,1,Rainy,2.2,5,94560
2021-02-22,16,0,2,0,0,Cloudy,2.4,2,235728
2021-02-23,11,1,2,0,0,Cloudy,4.0,2,187891
2021-02-24,12,2,2,0,0,Sunny,4.4,5,224280
2021-02-26,17,4,2,0,0,Cloudy,2.5,3,198441
2021-02-27,7,5,2,0,0,Rainy,2.2,5,170226
2021-02-28,9,6,2,0,0,Rainy,4.6,4,190539
2021-02-28,16,6,2,0,0,Cloudy,5.0,3,376720
2021-03-01,5,0,3,0,0,Rainy,3.7,5,109015
2021-03-02,11,1,3,0,0,Sunny,5.0,2,135234
2021-03-02,9,1,3,1,0,Cloudy,3.6,5,122670
2021-03-03,12,2,3,0,0,Cloudy,3.9,3,301116
2021-03-04,17,3,3,0,1,Cloudy,2.6,4,451010
2021-03-06,12,5,3,0,0,Rainy,2.7,2,293436
2021-03-06,13,5,3,0,0,Rainy,1.6,4,288262
2021-03-06,11,5,3,0,0,Cloudy,4.3,4,147983
2021-03-08,15,0,3,0,0,Rainy,4.7,2,217605
2021-03-09,5,1,3,0,0,Rainy,3.5,5,103010
2021-03-10,17,2,3,1,0,Cloudy,2.4,5,265676
2021-03-10,7,2,3,0,0,Cloudy,1.6,4,128296
2021-03-11,12,3,3,0,0,Rainy,2.1,5,306408
2021-03-12,7,4,3,0,0,Cloudy,2.0,3,208208
2021-03-12,12,4,3,0,1,Cloudy,3.5,4,352668
2021-03-13,5,5,3,0,0,Cloudy,4.8,4,67760
2021-03-13,9,5,3,0,1,Cloudy,1.2,4,237618
2021-03-14,8,6,3,0,1,Rainy,1.0,3,97936
2021-03-14,9,6,3,0,0,Cloudy,3.4,4,221985
2021-03-14,12,6,3,0,0,Sunny,2.1,5,181164
2021-03-15,14,0,3,0,0,Cloudy,4.5,5,260960
2021-03-15,19,0,3,0,0,Sunny,2.3,5,227012
2021-03-17,18,2,3,0,0,Cloudy,2.2,5,281124
2021-03-17,8,2,3,1,1,Sunny,2.1,4,113888
2021-03-18,15,3,3,0,0,Sunny,1.6,3,178800
2021-03-20,8,5,3,0,0,Cloudy,3.3,2,169352
2021-03-21,19,6,3,0,0,Cloudy,1.7,5,269572
2021-03-22,7,0,3,0,0,Cloudy,2.7,2,155449
2021-03-22,11,0,3,0,0,Sunny,2.8,2,112618
2021-03-26,7,4,3,0,0,Rainy,1.1,4,71428
2021-03-26,16,4,3,0,0,Rainy,1.1,5,332784
2021-03-26,7,4,3,0,0,Cloudy,3.1,5,108864
2021-03-27,15,5,3,0,0,Rainy,3.8,5,223905
2021-03-28,14,6,3,0,0,Rainy,4.8,2,296296
2021-03-28,9,6,3,0,0,Cloudy,1.7,5,129510
2021-03-29,9,0,3,0,0,Sunny,1.4,5,261639
2021-03-29,18,0,3,0,0,Cloudy,1.2,3,461538
2021-03-30,10,1,3,0,0,Rainy,2.7,4,161600
2021-03-30,12,1,3,0,0,Sunny,3.5,5,309720
2021-03-30,14,1,3,0,0,Rainy,4.4,5,211764
2021-03-30,10,1,3,0,0,Sunny,3.7,4,108160
2021-04-01,19,3,4,0,0,Rainy,1.8,4,444866
2021-04-01,16,3,4,0,0,Cloudy,2.8,2,163072
2021-04-03,5,5,4,0,0,Rainy,4.6,2,140800
2021-04-03,19,5,4,0,0,Rainy,2.3,2,259255
2021-04-06,12,1,4,0,1,Sunny,3.0,4,273792
2021-04-06,12,1,4,0,0,Rainy,4.8,3,195768
2021-04-06,13,1,4,1,0,Cloudy,3.9,5,366236
2021-04-08,13,3,4,0,0,Cloudy,4.0,4,225862
2021-04-09,6,4,4,0,0,Cloudy,2.0,3,82200
2021-04-09,19,4,4,0,1,Sunny,2.7,4,392445
2021-04-10,6,5,4,0,0,Sunny,1.3,3,150774
2021-04-12,7,0,4,0,1,Rainy,3.4,4,135513
2021-04-13,5,1,4,0,0,Rainy,1.4,4,69465
2021-04-14,8,2,4,0,0,Rainy,4.3,3,134488
2021-04-16,18,4,4,0,0,Sunny,4.3,3,347184
2021-04-16,8,4,4,0,0,Sunny,3.1,3,232504
2021-04-17,18,5,4,0,0,Rainy,1.6,3,189072
2021-04-17,13,5,4,0,0,Sunny,1.1,3,257569
2021-04-18,13,6,4,0,0,Sunny,4.2,3,320723
2021-04-18,13,6,4,0,0,Cloudy,3.4,3,269594
2021-04-20,14,1,4,0,1,Cloudy,3.8,3,296604
2021-04-20,11,1,4,0,0,Rainy,2.2,4,184503
2021-04-20,18,1,4,0,0,Rainy,3.0,3,248688
2021-04-21,19,2,4,0,0,Cloudy,4.0,3,203623
2021-04-22,6,3,4,0,0,Sunny,2.9,4,130056
2021-04-24,14,5,4,0,0,Rainy,3.4,4,202076
2021-04-27,9,1,4,0,0,Rainy,4.2,2,243378
2021-04-28,8,2,4,0,0,Rainy,1.9,2,120456
2021-04-28,16,2,4,0,0,Sunny,1.3,3,239904
2021-04-29,15,3,4,0,0,Cloudy,3.1,3,213510
2021-04-30,12,4,4,0,0,Rainy,1.2,2,165168
2021-04-30,6,4,4,0,0,Cloudy,4.1,2,127086
2021-04-30,10,4,4,0,0,Cloudy,3.9,5,146370
2021-05-02,17,6,5,0,0,Sunny,4.5,5,205768
