Boarding_House_ID,Location,Room_Type,Price (LKR),Availability,Amenities,Ratings,Proximity_to_Landmark,Query
BD960,Kalubowila,Single,12394,Occupied,"Pool, Air Conditioning, Gym, Pet-Friendly",1.4,5.5,Show me boarding houses with a rating of 4 stars.
BD961,Colombo 7,Single,11876,Occupied,"Parking, Air Conditioning",3.6,2.4,Are there any boarding houses near Angoda?
BD962,Kiribathgoda,Single,10760,Available,"Wi-Fi, Gym",3.8,9.3,Show me boarding houses with a rating of 1 stars.
BD963,Nugegoda,Shared,14627,Occupied,"Wi-Fi, Air Conditioning, Pet-Friendly, Laundry, Pool",1.6,1,Show me boarding houses with a rating of 1 stars.
BD964,Wellawatte,Shared,14828,Available,"Gym, Wi-Fi",2,9.8,Are there any boarding houses near Mount Lavinia?
BD965,Colombo 8,Double,13595,Occupied,"Laundry, Wi-Fi, Pool, Gym",2.1,9.9,Are there any boarding houses near Colombo 1?
BD966,Colombo 6,Single,14125,Occupied,"Wi-Fi, Air Conditioning, Gym",2.2,4.8,Are there any boarding houses near Horizon Campus?
BD967,Colombo 2,Shared,10297,Occupied,"Gym, Pet-Friendly, Air Conditioning, Parking, Laundry",1.2,5.7,Find a boarding house with Kitchen and Gym.
BD968,Kesbewa,Shared,11096,Available,"Laundry, Pet-Friendly, Air Conditioning, Parking",4.4,0.6,Are there any boarding houses near Colombo 1?
BD969,Colombo 6,Single,11083,Available,"Pool, Pet-Friendly, Gym",1.7,9.5,Show me boarding houses with a rating of 3 stars.
BD970,Kalubowila,Single,13184,Available,"Air Conditioning, Pool, Pet-Friendly",4.6,7.6,Find a boarding house with Laundry and Attach Bathroom.
BD971,Colombo 4,Shared,14902,Available,"Gym, Wi-Fi, Pet-Friendly, Air Conditioning, Parking",1.9,4.7,Are there any boarding houses near Kotte?
BD972,Narahenpita,Shared,9768,Occupied,"Wi-Fi, Gym",1.8,2.4,Are there any boarding houses near Battaramulla?
BD973,Colombo 6,Double,13860,Occupied,"Wi-Fi, Laundry, Pet-Friendly, Air Conditioning, Parking",1.9,0.8,Find a boarding house with Air Conditioning and Wi-Fi.
BD974,Talangama,Single,13321,Available,"Pet-Friendly, Gym, Laundry, Pool, Wi-Fi",4.1,2.5,Show me boarding houses with a rating of 4 stars.
BD975,Kirulapone,Shared,8242,Available,"Parking, Gym",4.4,8.6,Show me boarding houses with a rating of 1 stars.
BD976,Mount Lavinia,Double,11289,Occupied,"Pool, Laundry, Gym",1.9,4.1,Find a boarding house with Attach Bathroom and Parking.
BD977,Homagama,Single,8266,Occupied,"Gym, Laundry, Wi-Fi, Pool",1.1,4.2,Show me boarding houses with a rating of 1 stars.
BD978,Kirulapone,Double,9774,Occupied,"Gym, Laundry, Pool",4.7,1.6,Find a boarding house with Attach Bathroom and Parking.
BD979,Malabe,Shared,14978,Available,"Air Conditioning, Laundry, Gym",4.6,9.5,Find a boarding house with Kitchen and Attach Bathroom.
BD980,Hokandara,Shared,10317,Occupied,"Pool, Gym",3.8,2.5,Show me boarding houses with a rating of 4 stars.
BD981,Colombo 7,Shared,13949,Available,"Pet-Friendly, Laundry",4.8,2.9,Show me boarding houses with a rating of 4 stars.
BD982,Nugegoda,Shared,10524,Occupied,"Air Conditioning, Laundry, Pool, Parking",1.7,2.2,Find a boarding house with Study/Workspace and Wi-Fi.
BD983,Battaramulla,Shared,12349,Available,"Pool, Laundry, Gym, Wi-Fi",1.9,6.1,Show me boarding houses with a rating of 4 stars.
BD984,Kalubowila,Shared,11883,Occupied,"Pet-Friendly, Air Conditioning, Parking, Laundry",4.8,3.9,Are there any boarding houses near NSBM?
BD985,Nugegoda,Single,14354,Available,"Pet-Friendly, Air Conditioning",2.7,4.4,Show me boarding houses with a rating of 3 stars.
BD986,Ethul Kotte,Single,11117,Occupied,"Pool, Pet-Friendly, Parking, Wi-Fi, Gym",3.9,7.1,Find a boarding house with Laundry and Parking.
BD987,Kirulapone,Double,14502,Occupied,"Air Conditioning, Pet-Friendly, Laundry, Pool, Wi-Fi",2.9,5.8,Show me boarding houses with a rating of 1 stars.
BD988,Kolonnawa,Double,14616,Available,"Air Conditioning, Wi-Fi, Pool, Parking, Pet-Friendly",3.1,2.2,Show me boarding houses with a rating of 1 stars.
BD989,Narahenpita,Single,13973,Available,"Pool, Wi-Fi, Air Conditioning, Pet-Friendly",3.4,1,Find a boarding house with Gym and Air Conditioning.
BD990,Colombo 7,Double,9021,Occupied,"Air Conditioning, Pool, Wi-Fi, Parking, Pet-Friendly",1.1,4.1,Are there any boarding houses near Malabe?
BD991,Moratuwa,Shared,9376,Occupied,"Pool, Wi-Fi, Pet-Friendly, Parking",3.5,3.5,Show me boarding houses with a rating of 3 stars.
BD992,Ethul Kotte,Shared,14303,Occupied,"Laundry, Parking, Air Conditioning",2,6.1,Find a boarding house with Wi-Fi and Kitchen.
BD993,Homagama,Single,11082,Available,"Wi-Fi, Gym",3.9,5.7,Find a boarding house with Kitchen and Study/Workspace.
BD994,Nugegoda,Single,8520,Occupied,"Air Conditioning, Pool, Parking, Gym",1.7,1.3,Find a boarding house with Air Conditioning and Gym.
BD995,Hokandara,Shared,14488,Occupied,"Pet-Friendly, Gym",4,6.2,Find a boarding house with Attach Bathroom and Laundry.
BD996,Mount Lavinia,Double,10566,Available,"Parking, Air Conditioning, Gym, Wi-Fi, Pool",3.1,3.6,Are there any boarding houses near Thalahena?
BD997,Kalubowila,Single,9592,Available,"Wi-Fi, Gym, Pet-Friendly",1.9,3.7,Find a boarding house with Wi-Fi and Study/Workspace.
BD998,Kalubowila,Double,13711,Occupied,"Wi-Fi, Laundry, Gym, Air Conditioning",2.1,0.5,Are there any boarding houses near Thalahena?
BD999,Piliyandala,Shared,14772,Available,"Wi-Fi, Pool, Parking",2.1,2.4,Show me boarding houses with a rating of 2 stars.
BD1000,Wellawatte,Double,13733,Occupied,"Gym, Air Conditioning",1.7,6.1,Find a boarding house with Attach Bathroom and Attach Bathroom.
BD1001,Colombo 9,Shared,13129,Occupied,"Laundry, Pool, Air Conditioning, Gym, Pet-Friendly",4.6,0.6,Are there any boarding houses near Thalahena?
BD1002,Kalubowila,Single,11483,Occupied,"Pool, Parking, Gym, Laundry",1.1,8.9,Show me boarding houses with a rating of 1 stars.
BD1003,Kalubowila,Shared,9685,Available,"Pool, Parking",2.8,4.4,Find a boarding house with Laundry and Air Conditioning.
BD1004,Kotte,Shared,14903,Available,"Wi-Fi, Gym, Air Conditioning, Parking, Pet-Friendly",3.3,5,Find a boarding house with Study/Workspace and Attach Bathroom.
BD1005,Ethul Kotte,Double,11343,Available,"Gym, Laundry, Wi-Fi",4.6,8.5,Find a boarding house with Attach Bathroom and Gym.
BD1006,Narahenpita,Single,10672,Occupied,"Wi-Fi, Laundry",3.2,4.7,Are there any boarding houses near Biyagama?
BD1007,Kaduwela,Single,13051,Occupied,"Pet-Friendly, Parking, Pool",4.4,3.1,Find a boarding house with Kitchen and Laundry.
BD1008,Nawala,Shared,8211,Occupied,"Parking, Pool",3.1,1.5,Show me boarding houses with a rating of 4 stars.
BD1009,Kelaniya,Single,11499,Occupied,"Wi-Fi, Pool",3.5,3.1,Find a boarding house with Gym and Parking.
BD1010,Pelawatte,Double,13650,Available,"Air Conditioning, Laundry",3.2,4.7,Find a boarding house with Gym and Wi-Fi.
BD1011,Homagama,Single,8928,Occupied,"Parking, Pool, Wi-Fi, Air Conditioning",3.8,5.9,Are there any boarding houses near Kotte?
BD1012,Ratmalana,Double,9241,Available,"Pool, Air Conditioning, Pet-Friendly",2.3,3.1,Show me boarding houses with a rating of 2 stars.
BD1013,Nawala,Single,10419,Occupied,"Gym, Laundry, Pet-Friendly, Wi-Fi, Air Conditioning",2.1,5.5,Show me boarding houses with a rating of 5 stars.
BD1014,Pannipitiya,Single,11387,Occupied,"Parking, Gym, Wi-Fi, Pet-Friendly, Pool",4.7,6.5,Are there any boarding houses near Battaramulla?
BD1015,Colombo 2,Double,14586,Available,"Pool, Parking, Air Conditioning, Wi-Fi, Laundry",1.8,4.7,Find a boarding house with Air Conditioning and Gym.
BD1016,Hokandara,Double,11812,Available,"Air Conditioning, Gym, Wi-Fi, Laundry",2,1.9,Are there any boarding houses near Colombo?
BD1017,Rajagiriya,Shared,13335,Available,"Gym, Wi-Fi",2.7,1.9,Are there any boarding houses near Thalahena?
BD1018,Kirulapone,Shared,12760,Available,"Air Conditioning, Laundry",2.3,5.2,Show me boarding houses with a rating of 2 stars.
BD1019,Mount Lavinia,Single,8762,Available,"Parking, Pet-Friendly, Laundry, Air Conditioning, Gym",1.8,5.6,Find a boarding house with Attach Bathroom and Study/Workspace.
BD1020,Maharagama,Single,8162,Available,"Laundry, Gym",3.1,4.1,Show me boarding houses with a rating of 1 stars.
BD1021,Dehiwala,Single,10529,Available,"Parking, Air Conditioning, Wi-Fi, Pet-Friendly, Pool",4.7,6.1,Are there any boarding houses near Kaduwela?
BD1022,Ratmalana,Shared,14435,Occupied,"Gym, Pool",4.4,9.6,Find a boarding house with Study/Workspace and Gym.
BD1023,Talangama,Single,13979,Available,"Wi-Fi, Air Conditioning, Laundry",3.5,3.9,Find a boarding house with Kitchen and Parking.
BD1024,Kaduwela,Double,14801,Occupied,"Laundry, Gym",1.9,7.1,Find a boarding house with Air Conditioning and Attach Bathroom.
BD1025,Dehiwala,Single,11596,Occupied,"Air Conditioning, Parking, Wi-Fi, Pool",3.4,3.3,Find a boarding house with Parking and Study/Workspace.
BD1026,Hokandara,Shared,8122,Available,"Gym, Wi-Fi, Laundry, Pool",1.7,6,Show me boarding houses with a rating of 1 stars.
BD1027,Narahenpita,Shared,14638,Available,"Wi-Fi, Gym, Parking, Air Conditioning",4.7,0.9,Find a boarding house with Air Conditioning and Laundry.
BD1028,Colombo 6,Single,9772,Available,"Wi-Fi, Pet-Friendly, Parking, Air Conditioning",2.8,1.1,Are there any boarding houses near SLIIT University?
BD1029,Talangama,Double,11633,Occupied,"Air Conditioning, Wi-Fi, Pool, Gym",3.6,4.5,Show me boarding houses with a rating of 3 stars.
BD1030,Mount Lavinia,Double,11373,Occupied,"Wi-Fi, Gym, Pool",4.7,10,Are there any boarding houses near SLIIT University?
BD1031,Nawala,Double,12856,Occupied,"Gym, Air Conditioning, Pool, Parking, Pet-Friendly",2.4,4.1,Find a boarding house with Air Conditioning and Study/Workspace.
BD1032,Colombo 4,Double,8101,Available,"Gym, Pet-Friendly, Wi-Fi, Laundry",2.8,6.7,Are there any boarding houses near Biyagama?
BD1033,Colombo 6,Double,12768,Occupied,"Pool, Air Conditioning, Wi-Fi, Parking",2.5,3,Are there any boarding houses near Colombo 2?
BD1034,Pelawatte,Shared,14138,Occupied,"Wi-Fi, Laundry, Air Conditioning",4.7,6.2,Show me boarding houses with a rating of 4 stars.
BD1035,Colombo 1,Double,13735,Available,"Laundry, Air Conditioning, Pet-Friendly, Parking",3.6,1.5,Are there any boarding houses near Horizon Campus?
BD1036,Colombo 1,Single,13019,Available,"Air Conditioning, Laundry",3.3,2.6,Find a boarding house with Wi-Fi and Laundry.
BD1037,Kiribathgoda,Single,10630,Occupied,"Wi-Fi, Gym, Parking, Pool, Air Conditioning",4.3,2.1,Are there any boarding houses near Malabe?
BD1038,Maharagama,Single,11369,Available,"Parking, Laundry, Gym, Pool, Pet-Friendly",4.2,2.6,Show me boarding houses with a rating of 1 stars.
BD1039,Colombo 3,Single,10938,Available,"Gym, Pool, Laundry, Air Conditioning",4.4,5.5,Are there any boarding houses near Colombo 2?
BD1040,Wattala,Single,14545,Occupied,"Wi-Fi, Air Conditioning, Pet-Friendly, Pool, Gym",5,9.6,Find a boarding house with Kitchen and Parking.
BD1041,Kaduwela,Shared,10943,Available,"Pool, Wi-Fi, Gym, Parking, Pet-Friendly",4.6,7.7,Are there any boarding houses near NSBM?
BD1042,Ethul Kotte,Shared,10231,Available,"Laundry, Wi-Fi, Air Conditioning",1.1,4.9,Show me boarding houses with a rating of 2 stars.
BD1043,Colombo 5,Single,12591,Occupied,"Gym, Pet-Friendly",2.3,7.3,Show me boarding houses with a rating of 4 stars.
BD1044,Kolonnawa,Shared,14411,Available,"Pet-Friendly, Air Conditioning, Parking, Laundry",4.9,1.1,Find a boarding house with Parking and Parking.
BD1045,Maharagama,Double,9591,Available,"Pool, Wi-Fi",3.6,7,Show me boarding houses with a rating of 4 stars.
BD1046,Wattala,Shared,11935,Occupied,"Air Conditioning, Pet-Friendly",2.9,6.3,Show me boarding houses with a rating of 3 stars.
BD1047,Kelaniya,Single,9302,Available,"Laundry, Gym, Pet-Friendly, Wi-Fi, Parking",4.2,4.3,Need a single room in Colombo 3.
BD1048,Wellawatte,Single,8609,Occupied,"Air Conditioning, Parking, Pool, Gym",2.5,1.4,Are there any boarding houses near Colombo 1?
BD1049,Rajagiriya,Double,14406,Occupied,"Air Conditioning, Parking, Pool, Wi-Fi",2.9,2.9,Show me boarding houses with a rating of 3 stars.
BD1050,Borella,Shared,9690,Occupied,"Air Conditioning, Pool",1.7,9.3,Are there any boarding houses near Kotte?
BD1051,Colombo 5,Single,8119,Occupied,"Parking, Air Conditioning, Pet-Friendly, Pool, Gym",2,3.2,Show me boarding houses with a rating of 4 stars.
BD1052,Rajagiriya,Single,11881,Available,"Parking, Air Conditioning, Wi-Fi",1.2,1.2,Are there any boarding houses near Weliwita?
BD1053,Malabe,Double,11570,Available,"Parking, Gym, Wi-Fi, Pool, Pet-Friendly",4.9,7.9,Are there any boarding houses near SLIIT University?
BD1054,Attidiya,Double,13508,Occupied,"Air Conditioning, Pet-Friendly, Parking, Wi-Fi, Pool",1.5,1.4,Need a single room in Kaduwela close to the SLIIT university.
BD1055,Wattala,Shared,13074,Occupied,"Laundry, Wi-Fi",1.3,7.4,Are there any boarding houses near Mount Lavinia?
BD1056,Dehiwala,Shared,12073,Occupied,"Laundry, Gym, Pool, Air Conditioning, Pet-Friendly",1.7,9.2,Are there any boarding houses near Colombo 3?
BD1057,Kelaniya,Double,14926,Available,"Gym, Pool, Wi-Fi, Parking",4.9,9.5,Find a boarding house with Parking and Wi-Fi.
BD1058,Colombo 10,Single,10136,Occupied,"Air Conditioning, Wi-Fi, Pet-Friendly, Laundry",2.3,1.1,Find a boarding house with Wi-Fi and Gym.
BD1059,Thimbirigasyaya,Shared,11070,Occupied,"Parking, Wi-Fi, Laundry",2.6,6.3,Show me boarding houses with a rating of 5 stars.
BD1060,Battaramulla,Double,12845,Occupied,"Wi-Fi, Gym, Laundry, Air Conditioning",4.9,5,Show me boarding houses with a rating of 4 stars.
BD1061,Colombo 2,Shared,9287,Available,"Pet-Friendly, Wi-Fi, Pool, Laundry, Air Conditioning",4.3,7,Need a single room in Rajagiriya with rating of 5 stars.
BD1062,Malabe,Shared,11497,Available,"Parking, Wi-Fi, Gym, Pet-Friendly, Pool",1.8,4.4,Find a boarding house with Parking and Parking.
BD1063,Rajagiriya,Single,13000,Available,"Air Conditioning, Laundry, Parking, Pool, Wi-Fi",3.5,7.2,Show me boarding houses with a rating of 2 stars.
BD1064,Kirulapone,Single,13081,Occupied,"Laundry, Gym, Wi-Fi, Parking",3.4,6.8,Find a boarding house with Wi-Fi and Air Conditioning.
BD1065,Moratuwa,Double,12124,Occupied,"Gym, Air Conditioning, Pet-Friendly",2.9,9.3,Find a boarding house with Parking and Air Conditioning.
BD1066,Thalawathugoda,Double,13794,Occupied,"Wi-Fi, Pet-Friendly, Gym, Laundry, Air Conditioning",1.8,9.8,Are there any boarding houses near Weliwita?
BD1067,Attidiya,Single,11348,Available,"Parking, Gym, Air Conditioning",4.1,1.8,Show me boarding houses with a rating of 1 stars.
BD1068,Thalawathugoda,Shared,13590,Occupied,"Wi-Fi, Pool, Pet-Friendly, Air Conditioning",4.5,2.5,Find a boarding house with Wi-Fi and Study/Workspace.
BD1069,Dehiwala,Shared,8090,Occupied,"Pet-Friendly, Pool, Wi-Fi",3.2,3.6,Are there any boarding houses near Kaduwela?
BD1070,Kolonnawa,Double,9909,Occupied,"Laundry, Wi-Fi, Gym, Pool",4.8,2,Are there any boarding houses near Thalahena?
BD1071,Colombo 3,Double,12033,Occupied,"Gym, Pool",1.7,9.4,Show me boarding houses with a rating of 1 stars.
BD1072,Kolonnawa,Single,11831,Occupied,"Pet-Friendly, Pool, Parking, Laundry, Air Conditioning",4.4,8.2,Are there any boarding houses near Malabe?
BD1073,Battaramulla,Single,8652,Available,"Pool, Air Conditioning",2.1,5,Find a boarding house with Laundry and Kitchen.
BD1074,Kalubowila,Shared,13731,Available,"Pet-Friendly, Wi-Fi, Air Conditioning, Parking",4.9,8.6,Show me boarding houses with a rating of 3 stars.
BD1075,Colombo 4,Double,14883,Available,"Gym, Laundry, Wi-Fi, Pool",1.6,1,Find a boarding house with Laundry and Gym.
BD1076,Colombo 10,Shared,9310,Occupied,"Pool, Pet-Friendly, Parking",3,2.1,Are there any boarding houses near Colombo 1?
BD1077,Nugegoda,Double,8376,Available,"Wi-Fi, Pet-Friendly, Air Conditioning, Parking",1.8,5.5,Find a boarding house with Parking and Parking.
BD1078,Colombo 6,Single,13418,Occupied,"Parking, Gym, Wi-Fi, Pool, Laundry",4.2,3.3,Are there any boarding houses near Colombo 1?
BD1079,Kelaniya,Single,11236,Available,"Parking, Pet-Friendly",5,2.6,Show me boarding houses with a rating of 5 stars.
BD1080,Hokandara,Single,13743,Available,"Laundry, Wi-Fi, Gym, Pool, Parking",5,3.2,Are there any boarding houses near Colombo?
BD1081,Colombo 4,Single,8373,Available,"Pool, Air Conditioning, Gym",2.8,6.2,Are there any boarding houses near Horizon Campus?
BD1082,Colombo 7,Double,11654,Occupied,"Laundry, Air Conditioning",1.4,1,Are there any boarding houses near Angoda?
BD1083,Colombo 4,Shared,9135,Occupied,"Parking, Wi-Fi, Gym, Pet-Friendly",3.6,6,Are there any boarding houses near Malabe?
BD1084,Hokandara,Shared,10869,Available,"Pool, Pet-Friendly, Air Conditioning, Wi-Fi, Laundry",4.9,4.2,Are there any boarding houses near Battaramulla?
BD1085,Battaramulla,Single,13060,Available,"Parking, Gym, Air Conditioning, Pet-Friendly, Laundry",3.3,4.4,Are there any boarding houses near Biyagama?
BD1086,Colombo 6,Shared,10412,Occupied,"Air Conditioning, Laundry, Parking, Wi-Fi",3.6,4.9,Show me boarding houses with a rating of 2 stars.
BD1087,Colombo 2,Double,12041,Available,"Air Conditioning, Parking, Gym",1.4,3.4,Show me boarding houses with a rating of 5 stars.
BD1088,Kiribathgoda,Single,13873,Occupied,"Parking, Gym, Pet-Friendly, Pool, Air Conditioning",1.4,4.7,Find a boarding house with Air Conditioning and Kitchen.
BD1089,Pelawatte,Shared,11874,Occupied,"Pool, Parking, Wi-Fi, Pet-Friendly, Gym",4.2,4.2,Find a boarding house with Parking and Gym.
BD1090,Angoda,Double,12861,Occupied,"Laundry, Wi-Fi, Pet-Friendly, Pool",1,9.1,Show me boarding houses with a rating of 4 stars.
BD1091,Kelaniya,Shared,12585,Occupied,"Wi-Fi, Pet-Friendly, Pool, Laundry",3.1,6.7,Show me boarding houses with a rating of 4 stars.
BD1092,Battaramulla,Single,12605,Occupied,"Parking, Pet-Friendly, Laundry, Gym, Pool",1.7,2.8,Are there any boarding houses near Colombo 3?
BD1093,Colombo 7,Double,12917,Occupied,"Pool, Air Conditioning",2.8,6.8,Show me boarding houses with a rating of 1 stars.
BD1094,Mount Lavinia,Shared,8368,Occupied,"Parking, Laundry",4.5,7.4,Find a boarding house with Study/Workspace and Gym.
BD1095,Nawala,Shared,12671,Occupied,"Gym, Pool, Pet-Friendly",4.5,7,Find a boarding house with Gym and Study/Workspace.
BD1096,Kesbewa,Single,12530,Occupied,"Pet-Friendly, Wi-Fi, Laundry, Parking, Air Conditioning",2.5,1.2,Find a boarding house with Air Conditioning and Study/Workspace.
BD1097,Maharagama,Double,11046,Occupied,"Wi-Fi, Parking, Gym, Pool",3,1.7,Show me boarding houses with a rating of 5 stars.
BD1098,Nugegoda,Shared,10271,Available,"Pet-Friendly, Laundry",1.9,5.5,Find a boarding house with Air Conditioning and Kitchen.
BD1099,Colombo 3,Double,11939,Occupied,"Air Conditioning, Pet-Friendly, Pool, Wi-Fi, Gym",3.4,3.5,Find a boarding house with Gym and Gym.
BD1100,Piliyandala,Single,8867,Available,"Parking, Wi-Fi, Pet-Friendly, Pool, Air Conditioning",2.7,9.4,Show me boarding houses with a rating of 1 stars.
BD1101,Kesbewa,Single,14930,Occupied,"Pet-Friendly, Pool",1.6,5,Find a boarding house with Wi-Fi and Wi-Fi.
BD1102,Colombo 7,Shared,11395,Occupied,"Pool, Wi-Fi",3.3,4.9,Show me boarding houses with a rating of 5 stars.
BD1103,Colombo 9,Single,9112,Available,"Pool, Gym, Air Conditioning, Laundry, Pet-Friendly",1.1,2.9,Show me boarding houses with a rating of 1 stars.
BD1104,Thimbirigasyaya,Single,8711,Occupied,"Pool, Air Conditioning, Wi-Fi",4.3,7.2,Show me boarding houses with a rating of 3 stars.
BD1105,Colombo 10,Shared,11790,Occupied,"Parking, Pet-Friendly, Laundry",3.2,7.2,Are there any boarding houses near Pittugala?
BD1106,Maharagama,Double,8604,Occupied,"Laundry, Pet-Friendly, Parking",4.2,7.8,Show me boarding houses with a rating of 1 stars.
BD1107,Colombo 8,Shared,9609,Occupied,"Wi-Fi, Laundry, Air Conditioning, Pool, Parking",4.3,2.8,Are there any boarding houses near Biyagama?
BD1108,Narahenpita,Single,12625,Available,"Air Conditioning, Gym, Pool, Wi-Fi, Parking",4.3,4.9,Find a boarding house with Air Conditioning and Study/Workspace.
BD1109,Colombo 5,Double,8950,Occupied,"Wi-Fi, Pet-Friendly, Laundry",1.5,9.4,Find a boarding house with Laundry and Study/Workspace.
BD1110,Talangama,Shared,9501,Occupied,"Parking, Pet-Friendly, Gym",2.5,5.6,Find a boarding house with Laundry and Attach Bathroom.
BD1111,Talangama,Double,13612,Available,"Wi-Fi, Gym, Pet-Friendly, Air Conditioning, Pool",4.5,5.4,Are there any boarding houses near Horizon Campus?
BD1112,Thalawathugoda,Double,14869,Available,"Wi-Fi, Gym, Pool, Parking",4.7,0.5,Find a boarding house with Parking and Parking.
BD1113,Moratuwa,Shared,9051,Available,"Air Conditioning, Gym, Laundry, Pool, Pet-Friendly",4.4,9.8,Are there any boarding houses near Weliwita?
BD1114,Pannipitiya,Single,13101,Occupied,"Pet-Friendly, Air Conditioning, Pool, Laundry, Gym",1.5,7.7,Find a boarding house with Wi-Fi and Air Conditioning.
BD1115,Kirulapone,Double,9247,Available,"Wi-Fi, Air Conditioning, Parking, Laundry",4.3,2.3,Are there any boarding houses near Angoda?
BD1116,Colombo 4,Single,8848,Occupied,"Pool, Laundry, Gym, Pet-Friendly",3.9,7.2,Are there any boarding houses near Colombo 3?
BD1117,Colombo 2,Shared,12508,Occupied,"Pool, Parking, Air Conditioning",4,1.6,Show me boarding houses with a rating of 2 stars.
BD1118,Colombo 8,Double,8867,Occupied,"Air Conditioning, Pet-Friendly, Wi-Fi, Laundry",2.7,5.9,Are there any boarding houses near Pittugala?
BD1119,Colombo 4,Single,11128,Occupied,"Air Conditioning, Gym, Pet-Friendly, Pool",4.2,5.9,Are there any boarding houses near Colombo 2?
BD1120,Colombo 9,Shared,14285,Occupied,"Pet-Friendly, Laundry, Parking, Gym, Wi-Fi",4.3,6.5,Show me boarding houses with a rating of 1 stars.
BD1121,Ethul Kotte,Single,11285,Available,"Laundry, Pool",1.9,3.9,Show me boarding houses with a rating of 2 stars.
BD1122,Colombo 1,Single,11347,Available,"Pool, Wi-Fi",1.6,1.7,Find a boarding house with Parking and Study/Workspace.
BD1123,Angoda,Shared,14711,Available,"Wi-Fi, Gym, Pool, Air Conditioning",4.3,1.8,Are there any boarding houses near Kotte?
BD1124,Battaramulla,Double,9006,Available,"Gym, Laundry",4.9,5,Find a boarding house with Kitchen and Wi-Fi.
BD1125,Kaduwela,Single,14851,Occupied,"Laundry, Pet-Friendly",3.6,6.8,Are there any boarding houses near Kotte?
BD1126,Colombo 4,Single,13150,Available,"Wi-Fi, Laundry",3.8,5.7,Are there any boarding houses near Colombo 2?
BD1127,Mount Lavinia,Single,14237,Occupied,"Parking, Gym",1.1,7.7,Show me boarding houses with a rating of 4 stars.
BD1128,Dehiwala,Shared,14559,Occupied,"Air Conditioning, Laundry, Gym, Parking, Pet-Friendly",1.2,7.3,Show me boarding houses with a rating of 5 stars.
BD1129,Kirulapone,Single,8975,Available,"Air Conditioning, Wi-Fi, Pool, Parking, Gym",1.7,8.2,Find a boarding house with Gym and Attach Bathroom.
BD1130,Colombo 7,Double,9308,Available,"Parking, Wi-Fi, Pool, Air Conditioning, Gym",4,4.5,Show me boarding houses with a rating of 4 stars.
BD1131,Colombo 4,Single,11815,Occupied,"Pool, Pet-Friendly, Parking",1.1,3.8,Show me boarding houses with a rating of 2 stars.
BD1132,Colombo 4,Shared,13950,Available,"Pool, Wi-Fi, Pet-Friendly, Gym",2.6,9.7,Find a boarding house with Gym and Gym.
BD1133,Kirulapone,Double,8498,Occupied,"Air Conditioning, Pool, Pet-Friendly, Wi-Fi",2.3,2.7,Are there any boarding houses near Biyagama?
BD1134,Kolonnawa,Double,12869,Occupied,"Air Conditioning, Parking, Gym",4.8,6.1,Find a boarding house with Kitchen and Laundry.
BD1135,Colombo 8,Shared,8946,Occupied,"Gym, Pool, Pet-Friendly, Laundry, Parking",2.5,3.1,Find a boarding house with Kitchen and Gym.
BD1136,Colombo 6,Single,9679,Occupied,"Air Conditioning, Gym, Wi-Fi, Parking, Pet-Friendly",2.4,2.7,Show me boarding houses with a rating of 1 stars.
BD1137,Kelaniya,Single,9967,Available,"Laundry, Pool, Air Conditioning, Parking, Gym",1.9,6.2,Are there any boarding houses near Thalahena?
BD1138,Moratuwa,Shared,12045,Occupied,"Pet-Friendly, Laundry, Gym",1,1.7,Find a boarding house with Gym and Study/Workspace.
BD1139,Nawala,Shared,10933,Occupied,"Pet-Friendly, Parking, Gym, Air Conditioning",2,2.7,Show me boarding houses with a rating of 1 stars.
BD1140,Kelaniya,Double,8090,Occupied,"Pet-Friendly, Wi-Fi, Gym, Pool, Air Conditioning",1.9,5.9,Are there any boarding houses near Colombo 3?
BD1141,Kohuwala,Shared,9602,Available,"Laundry, Pet-Friendly, Air Conditioning, Parking",4.6,6.3,Find a boarding house with Air Conditioning and Kitchen.
BD1142,Kaduwela,Single,12281,Occupied,"Laundry, Pool, Air Conditioning, Wi-Fi, Pet-Friendly",2.1,3.2,Find a boarding house with Kitchen and Kitchen.
BD1143,Kotte,Single,11425,Available,"Gym, Parking",2.6,8.9,Find a boarding house with Study/Workspace and Air Conditioning.
BD1144,Wellawatte,Shared,13400,Available,"Wi-Fi, Pool, Laundry, Gym",4.6,6.1,Are there any boarding houses near Colombo 1?
BD1145,Mount Lavinia,Double,12895,Available,"Wi-Fi, Parking, Gym, Air Conditioning, Pool",4.8,8.1,Are there any boarding houses near Mount Lavinia?
BD1146,Colombo 3,Single,9657,Available,"Pet-Friendly, Gym",4.8,6,Show me boarding houses with a rating of 2 stars.
BD1147,Attidiya,Single,10507,Occupied,"Laundry, Air Conditioning, Pool, Gym",3.8,5,Find a boarding house with Attach Bathroom and Laundry.
BD1148,Attidiya,Single,10852,Occupied,"Pool, Laundry, Air Conditioning, Parking, Wi-Fi",2.3,4.7,Are there any boarding houses near SLIIT University?
BD1149,Malabe,Shared,8268,Occupied,"Pet-Friendly, Gym, Parking, Wi-Fi, Air Conditioning",2.4,6.8,Show me boarding houses with a rating of 5 stars.
BD1150,Kirulapone,Shared,8670,Occupied,"Gym, Pet-Friendly, Air Conditioning, Pool",2.8,6.3,Find a boarding house with Kitchen and Parking.
